Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Weatherconditions,Road_traffic_density,Vehicle_condition,Type_of_vehicle,Type_of_order,City,Time_Orderd,Time_Order_picked,Time_taken(min)
28,4.4,12.961213320138306,77.60518865066618,13.01640293805619,77.52214383808943,conditions Sunny,High ,2,scooter,Buffet,Metropolitan ,19:10,19:27,(min) 74
20,3.7,12.945986052526534,77.5975671661742,12.979038806540569,77.67055152111361,conditions Cloudy,Medium ,1,electric_scooter,Snack,Metropolitan ,16:57,17:12,(min) 58
23,4.1,12.97547718046084,77.5972920183003,13.071646085226266,77.50218274792527,conditions Windy,Medium ,2,bicycle,Meal,Metropolitan ,13:06,13:29,(min) 84
37,4.7,12.93710168119371,77.57937439692243,12.921401267316392,77.48319060456292,conditions Cloudy,High ,0,bicycle,Snack,Metropolitan ,08:00,08:19,(min) 72
23,5,12.989526745694132,77.6098619606629,12.998677731267588,77.67252685898099,conditions Sandstorms,High ,0,motorcycle,Snack,Metropolitan ,09:27,09:40,(min) 63
39,3.9,12.942144010512532,77.62258380816355,12.977257252276248,77.65851549176546,conditions Foggy,Medium ,1,scooter,Snack,Urban ,12:03,12:26,(min) 57
46,5,12.945463751515746,77.57447718513235,12.919602517867489,77.71052548284658,conditions Sunny,High ,0,bicycle,Drinks,Metropolitan ,14:27,14:42,(min) 94
46,5,12.966028707640618,77.57807093764693,12.927750418331089,77.59923810261529,conditions Sandstorms,Medium ,0,bicycle,Buffet,Urban ,17:20,17:34,(min) 54
27,4.6,12.943029119948298,77.62936737812161,12.952669615648896,77.67323518364356,conditions Windy,Medium ,0,bicycle,Snack,Metropolitan ,10:47,11:00,(min) 50
41,4.8,12.97335859771669,77.56334980976806,12.957263267496238,77.60685357142015,conditions Sandstorms,Medium ,0,scooter,Buffet,Metropolitan ,11:34,11:57,(min) 50
34,4.8,12.996598357575387,77.6046286084786,13.083070646497717,77.6098898913089,conditions Foggy,Medium ,1,bicycle,Snack,Urban ,09:15,09:35,(min) 65
45,4.9,12.955266240815074,77.58297814763188,13.028848192260664,77.67155431784072,conditions Stormy,Jam ,0,motorcycle,Snack,Metropolitan ,18:16,18:35,(min) 99
34,4,12.944926844796539,77.55982039582953,12.928195806667578,77.54642290211373,conditions Sandstorms,Low ,2,electric_scooter,Buffet,Metropolitan ,22:05,22:27,(min) 38
20,4.8,12.991313820498437,77.60055059815794,12.950689333226105,77.61974969850286,conditions Cloudy,Medium ,1,bicycle,Snack,Metropolitan ,14:11,14:26,(min) 51
32,3.7,12.982624727933109,77.58874829576388,12.84810407283074,77.55259083725272,conditions Stormy,Low ,0,scooter,Buffet,Metropolitan ,19:45,20:04,(min) 96
45,4.5,12.972656045312435,77.5873091177553,12.998555505594217,77.58194142060843,conditions Foggy,Low ,0,electric_scooter,Snack,Urban ,18:55,19:06,(min) 40
50,4.7,12.960253221409769,77.57685253168493,12.987235209008754,77.54522596472472,conditions Stormy,Jam ,1,scooter,Snack,Metropolitan ,18:25,18:37,(min) 63
46,4.9,12.943216078726948,77.62692840979471,12.964892101272008,77.73145321282259,conditions Sandstorms,Low ,2,electric_scooter,Snack,Urban ,15:25,15:48,(min) 63
41,4.2,12.995646041592956,77.57086795222983,13.03970872282962,77.5703479403156,conditions Windy,Low ,2,electric_scooter,Meal,Metropolitan ,17:18,17:40,(min) 43
32,4.4,12.93349468530938,77.56455003405958,12.940146118397218,77.6738286582974,conditions Cloudy,Low ,2,scooter,Buffet,Semi-Urban ,17:33,17:52,(min) 63
31,4.3,12.959259707907588,77.60879031456113,12.975950311141153,77.58218772939368,conditions Windy,Jam ,0,electric_scooter,Meal,Metropolitan ,11:14,11:32,(min) 64
27,3.9,12.943078241309523,77.63310117256864,12.903364368369155,77.6473596503885,conditions Sandstorms,Medium ,0,scooter,Meal,Metropolitan ,11:41,11:56,(min) 58
45,4.6,12.961116337197275,77.61465873028189,12.962876992631909,77.68622482144,conditions Stormy,Medium ,1,motorcycle,Buffet,Metropolitan ,20:48,21:06,(min) 72
NaN ,4.8,12.968639197795094,77.60419531510249,12.981735774083417,77.52216057140319,conditions Cloudy,High ,2,electric_scooter,Buffet,Metropolitan ,21:46,21:56,(min) 67
35,4.7,13.003977940006555,77.58407484733537,12.99280155797122,77.56100856726256,conditions Windy,Low ,0,electric_scooter,Drinks,Metropolitan ,08:37,08:48,(min) 33
37,3.9,12.932148514518888,77.62961498788596,12.980572373637868,77.66518525071288,conditions Cloudy,Low ,0,motorcycle,Drinks,Metropolitan ,16:33,16:48,(min) 56
21,4.9,12.932844596019388,77.55467460838183,12.84187462703352,77.48844009940353,conditions Foggy,Jam ,1,bicycle,Drinks,Metropolitan ,10:44,11:02,(min) 88
36,4,12.936215757297726,77.5769014326766,12.92380832223719,77.52648643512487,conditions Windy,Low ,2,scooter,Drinks,Metropolitan ,17:26,17:43,(min) 38
38,4.5,12.987817756532133,77.59467708588615,12.86899738572683,77.5499824434778,conditions Foggy,Jam ,0,motorcycle,Buffet,Metropolitan ,21:44,21:57,(min) 97
20,NaN ,12.95258506288603,77.5752858060509,12.866564820900756,77.56141092119954,conditions Sandstorms,Medium ,1,bicycle,Meal,Metropolitan ,19:29,19:48,(min) 71
21,4.4,12.968456591645628,77.57169437713027,12.893906866479334,77.5954237124901,conditions Windy,Medium ,1,electric_scooter,Buffet,Urban ,17:24,17:37,(min) 55
22,4.1,12.982864175977559,77.596004482387,12.909944070140684,77.6456087448301,conditions Cloudy,Low ,1,scooter,Snack,Metropolitan ,16:38,16:55,(min) 57
50,3.7,12.979679315163196,77.59555745520666,13.015450216563893,77.65733396133868,conditions Sunny,Low ,1,bicycle,Buffet,Metropolitan ,22:05,22:20,(min) 55
29,4,12.979485597888381,77.62831059402824,12.938287607808755,77.61344369869047,conditions Cloudy,Jam ,2,bicycle,Meal,Metropolitan ,22:11,22:25,(min) 62
33,3.7,12.939830428621173,77.5676860956572,12.99338218065859,77.51643554777917,conditions Stormy,High ,2,bicycle,Drinks,Metropolitan ,18:05,18:21,(min) 71
28,4.4,12.980548047738523,77.62264740164429,13.015912541713893,77.65632923866904,conditions Sandstorms,High ,1,bicycle,Snack,Metropolitan ,10:01,10:15,(min) 58
40,3.8,12.972035169152916,77.56341969446316,12.95711737131725,77.6750441687624,conditions Sandstorms,Medium ,0,scooter,Drinks,Metropolitan ,17:22,17:36,(min) 84
26,4.7,12.99129000371173,77.55691370560825,13.070900604170397,77.62296741396456,conditions Windy,Medium ,1,motorcycle,Drinks,Metropolitan ,19:32,19:51,(min) 67
24,4,12.971661247348786,77.56122867484615,12.968372781722389,77.5925907513751,conditions Cloudy,High ,0,bicycle,Snack,Metropolitan ,22:02,22:23,(min) 51
22,4.2,12.989080090018362,77.58032325151413,13.0010527697646,77.55015444490554,conditions Sandstorms,Low ,2,scooter,Drinks,Metropolitan ,11:40,12:02,(min) 41
32,3.7,12.953289573414624,77.61067341440395,12.94507650367288,77.64475391268364,conditions Cloudy,Low ,2,bicycle,Snack,Metropolitan ,09:32,09:56,(min) 39
29,4.3,12.999512200186402,77.60850070796013,13.091856805616894,77.61895097786302,conditions Sandstorms,High ,2,motorcycle,Meal,Metropolitan ,20:23,20:40,(min) 77
34,3.6,12.994328301361204,77.5993086945735,12.915455552978235,77.66215251154742,conditions Windy,Low ,1,electric_scooter,Drinks,Metropolitan ,08:37,08:52,(min) 62
NaN ,4.3,12.932521372305603,77.62072241972238,12.874602891784713,77.67908395788778,conditions Windy,High ,2,scooter,Snack,Metropolitan ,21:02,21:15,(min) 74
21,3.5,13.002594915869087,77.58582242983431,13.03199186347607,77.70640123618143,conditions Sandstorms,Low ,2,motorcycle,Drinks,Metropolitan ,10:43,10:57,(min) 78
28,4.3,12.943564154280722,77.56738955684975,12.909992554559018,77.5077370380658,conditions Stormy,Jam ,1,bicycle,Buffet,Metropolitan ,11:35,11:57,(min) 73
39,4.8,12.937118275741488,77.60141403771043,12.990606661344668,77.68052386197635,conditions Windy,Low ,1,motorcycle,Meal,Metropolitan ,16:56,17:09,(min) 59
40,4.2,12.939814522823692,77.57208854270205,12.938422163295087,77.44195500094301,conditions Sandstorms,High ,0,scooter,Meal,Metropolitan ,18:55,19:06,(min) 89
22,4,12.976134257333726,77.5581738575831,13.031838567559582,77.60353682695387,conditions Stormy,NaN ,0,scooter,Meal,Metropolitan ,10:29,10:52,(min) 59
23,4.7,12.98479920724258,77.62392089041919,13.015990200004428,77.59726555932635,conditions Sandstorms,High ,0,scooter,Buffet,Metropolitan ,13:43,13:55,(min) 62
37,4.6,12.954582624955476,77.60728945040181,13.0310978676167,77.67305341019514,conditions Foggy,Jam ,1,bicycle,Snack,Semi-Urban ,17:31,17:48,(min) 81
20,NaN ,12.98037917200327,77.5647641794853,12.954747794948378,77.63231600382278,conditions Stormy,Medium ,1,bicycle,Snack,Semi-Urban ,11:35,11:45,(min) 63
49,4.5,13.010666498931498,77.57761938842982,13.00401508924034,77.45801411868635,conditions Foggy,Jam ,0,electric_scooter,Snack,Urban ,08:54,09:18,(min) 90
31,4.8,13.004369836802036,77.58608834608495,12.983829337705092,77.59926805862517,conditions Windy,Medium ,0,electric_scooter,Buffet,Urban ,19:52,20:05,(min) 44
26,3.9,12.975094602125138,77.58608778323084,13.045610138965754,77.58534749592408,conditions Sandstorms,High ,1,motorcycle,Drinks,Metropolitan ,10:27,10:44,(min) 71
43,4,12.972530838100612,77.57677485928907,12.859277550336854,77.61615001715197,conditions Sandstorms,High ,2,bicycle,Drinks,Metropolitan ,09:59,10:16,(min) 87
24,3.9,12.93768050884679,77.61247364028394,12.982057260813036,77.56956552885778,conditions Sandstorms,NaN ,1,motorcycle,Drinks,Urban ,11:16,11:32,(min) 52
30,4.3,12.992352374231816,77.57920365025326,13.115047026052665,77.5656265846665,conditions Foggy,Jam ,1,electric_scooter,Buffet,Urban ,19:55,20:14,(min) 98
21,4.2,13.00692086443156,77.59535338030234,12.962010373729212,77.48949374101521,conditions Stormy,High ,2,electric_scooter,Meal,Urban ,08:44,09:03,(min) 82
44,3.7,13.011212022861839,77.61583953929171,13.141176039309725,77.63304041203641,conditions Foggy,Jam ,0,motorcycle,Buffet,Metropolitan ,09:49,10:13,(min) 103
30,4.9,12.945169448869676,77.6203652342692,12.96146891845238,77.65219431799544,conditions Sandstorms,High ,0,scooter,Buffet,Metropolitan ,21:38,21:57,(min) 58
21,4.3,12.950055092422664,77.57620027289764,12.94501405339361,77.60708143317643,conditions Foggy,High ,1,bicycle,Drinks,Metropolitan ,21:42,21:55,(min) 60
20,4.9,12.986805209869893,77.62544411881863,12.958085346508021,77.63382847605632,conditions Sandstorms,Low ,0,electric_scooter,Buffet,Urban ,17:46,18:05,(min) 45
38,4.7,12.942070122974366,77.59492934430986,13.0234211091724,77.49428144073823,conditions Cloudy,Jam ,1,scooter,Meal,Metropolitan ,15:32,15:56,(min) 89
36,3.7,12.954199147073926,77.61876866207496,12.946722253820893,77.72225576239606,conditions Foggy,High ,1,bicycle,Meal,Metropolitan ,08:06,08:27,(min) 77
21,4.5,12.93402548884824,77.58031055315435,12.920477913860998,77.49283328223356,conditions Windy,Jam ,0,bicycle,Meal,Metropolitan ,21:22,21:38,(min) 80
39,3.9,12.943700086510182,77.58998379756734,12.864351714643064,77.59413029296414,conditions Windy,Low ,2,scooter,Drinks,Metropolitan ,20:57,21:19,(min) 64
32,4.7,12.996462613137812,77.57461865338534,12.9458227659459,77.5951422912367,conditions Foggy,Medium ,1,bicycle,Drinks,Semi-Urban ,17:29,17:44,(min) 52
